Lfd. Nummer,Name des Flughafens,Ort,Land,IATA,ICAO,Latitude,Longitude,Altitude,Zeitzone,DST,Zeitzonen-Datenbank,geo_punkt,
8294,Richard B Russell Airport,Rome,United States,RMG,KRMG,34.3506012,-85.15799713,196,-5,A,America/New_York,34.3506012,-85.15799713
8300,West Georgia Regional O V Gray Field,Carrollton,United States,0,KCTJ,33.63100052,-85.15200043,354,-5,A,America/New_York,33.63100052,-85.15200043
8308,Lee Gilmer Memorial Airport,Gainesville,United States,GVL,KGVL,34.27259827,-83.8302002,389,-5,A,America/New_York,34.27259827,-83.8302002
8313,Darlington County Airport,Darlington,United States,0,KUDG,34.449401,-79.890098,59,-5,A,America/New_York,34.449401,-79.890098
8340,Turukhansk Airport,Turukhansk,Russia,THX,UOTT,65.79720306,87.93530273,39,7,N,Asia/Krasnoyarsk,65.79720306,87.93530273
8343,East Troy Municipal Airport,East Troy,United States,0,K57C,42.79719925,-88.37259674,262,-6,A,America/Chicago,42.79719925,-88.37259674
8349,Leigh Creek Airport,Leigh Creek,Australia,LGH,YLEC,-30.59830093,138.4259949,261,9.5,O,Australia/Adelaide,-30.59830093,138.4259949
8351,Cunderdin Airport,Cunderdin,Australia,0,YCUN,-31.62220001,117.2170029,215,8,O,Australia/Perth,-31.62220001,117.2170029
8353,Forrest Airport,Forrest,Australia,FOS,YFRT,-30.83810043,128.1150055,156,8,O,Australia/Perth,-30.83810043,128.1150055
8355,Keewaywin Airport,Keewaywin,Canada,KEW,CPV8,52.99110031,-92.83640289,301,-6,A,America/Winnipeg,52.99110031,-92.83640289
8358,Hornepayne Municipal Airport,Hornepayne,Canada,YHN,CYHN,49.19309998,-84.7589035,335,-5,A,America/Toronto,49.19309998,-84.7589035
8359,Kirkland Lake Airport,Kirkland Lake,Canada,YKX,CYKX,48.21030045,-79.98139954,353,-5,A,America/Toronto,48.21030045,-79.98139954
8361,Wawa Airport,Wawa,Canada,YXZ,CYXZ,47.96670151,-84.78669739,287,-5,A,America/Toronto,47.96670151,-84.78669739
8363,Slate Falls Airport,Slate Falls,Canada,0,CKD9,51.13000107,-91.66560364,413,-6,A,America/Winnipeg,51.13000107,-91.66560364
8367,Wellington Municipal Airport,Wellington,United States,0,KEGT,37.32360077,-97.38829803,389,-6,A,America/Chicago,37.32360077,-97.38829803
8381,Majeed Bin Abdulaziz Airport,Al-Ula,Saudi Arabia,ULH,OEAO,26.48,38.12888889,625,3,N,Asia/Riyadh,26.48,38.12888889
8395,Yuendumu Airport,Yuendumu,Australia,YUE,YYND,-22.25419998,131.7819977,672,9.5,O,Australia/Darwin,-22.25419998,131.7819977
8397,Sky Ranch At Carefree Airport,Carefree,United States,0,18AZ,33.81809998,-111.8980026,783,-7,N,America/Phoenix,33.81809998,-111.8980026
8401,Lombok International Airport,Praya,Indonesia,LOP,WADL,-8.757322,116.276675,97,8,N,Asia/Makassar,-8.757322,116.276675
8403,One Hundred Mile House Airport,One Hundred Mile House,Canada,0,CAV3,51.64250183,-121.3069992,931,-8,A,America/Vancouver,51.64250183,-121.3069992
8404,South Cariboo Region / 108 Mile Airport,108 Mile Ranch,Canada,ZMH,CZML,51.73609924,-121.3330002,953,-8,A,America/Vancouver,51.73609924,-121.3330002
8409,Indianapolis Metropolitan Airport,Indianapolis,United States,0,KUMP,39.93519974,-86.04499817,247,-5,A,America/New_York,39.93519974,-86.04499817
8412,Simmons Army Air Field,Fredericksburg,United States,FBG,KFBG,35.13180161,-78.93669891,74,-5,A,America/New_York,35.13180161,-78.93669891
8423,Gimli Industrial Park Airport,Gimli,Canada,YGM,CYGM,50.62810135,-97.04329681,230,-6,A,America/Winnipeg,50.62810135,-97.04329681
8426,Matheson Island Airport,Matheson Island,Canada,0,CJT2,51.73220062,-96.93440247,221,-6,A,America/Winnipeg,51.73220062,-96.93440247
8430,John H Batten Airport,Racine,United States,RAC,KRAC,42.76060104,-87.81520081,205,-6,A,America/Chicago,42.76060104,-87.81520081
8431,Cesar Lim Rodriguez Airport,Taytay,Philippines,RZP,RPSD,10.81874,119.507697,24,8,U,Asia/Manila,10.81874,119.507697
8432,Gera-Leumnitz Airfield,Gera,Deutschland,0,EDAJ,50.881668,12.135833,309,1,E,Europe/Berlin,50.881668,12.135833
8435,Kasimovo Airfield,Saint-Petersburg,Russia,0,XLLN,60.198299,30.334999,70,3,N,Europe/Moscow,60.198299,30.334999
8443,Redlands Municipal Airport,Redlands,United States,0,KREI,34.08530045,-117.1460037,479,-8,A,America/Los_Angeles,34.08530045,-117.1460037
8445,Flabob Airport,Riverside,United States,0,KRIR,33.98970032,-117.4110031,233,-8,A,America/Los_Angeles,33.98970032,-117.4110031
8446,Tacoma Narrows Airport,Tacoma,United States,TIW,KTIW,47.26789856,-122.5780029,90,-8,A,America/Los_Angeles,47.26789856,-122.5780029
8473,Hazleton Municipal Airport,Hazleton,United States,HZL,KHZL,40.98680115,-75.99490356,489,-5,A,America/New_York,40.98680115,-75.99490356
8474,Greater Cumberland Regional Airport,Cumberland,United States,CBE,KCBE,39.61539841,-78.7609024,236,-5,A,America/New_York,39.61539841,-78.7609024
8475,Sugar Loaf Shores Airport,Key West,United States,0,7FA1,24.6487999,-81.57980347,1,-5,A,America/New_York,24.6487999,-81.57980347
8476,Wyndham Airport,Wyndham,Australia,WYN,YWYM,-15.51140022,128.1529999,4,8,U,Australia/Perth,-15.51140022,128.1529999
8480,Msembe Airport,Msembe,Tanzania,0,HTMR,-7.684811,34.922282,762,3,U,Africa/Dar_es_Salaam,-7.684811,34.922282
8493,Tri-County Regional Airport,Lone Rock,United States,LNR,KLNR,43.21170044,-90.18160248,219,-6,A,America/Chicago,43.21170044,-90.18160248
8496,Joliet Regional Airport,Joliet,United States,JOT,KJOT,41.51779938,-88.17549896,177,-6,A,America/Chicago,41.51779938,-88.17549896
8497,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,VYS,KVYS,41.351898,-89.153099,199,-6,A,America/Chicago,41.351898,-89.153099
8507,Avon Park Executive Airport,Avon Park,United States,AVO,KAVO,27.59119987,-81.52780151,49,-5,A,America/New_York,27.59119987,-81.52780151
8508,Winter Haven Regional Airport - Gilbert Field,Winter Haven,United States,GIF,KGIF,28.062901,-81.753304,44,-5,A,America/New_York,28.062901,-81.753304
8509,Zephyrhills Municipal Airport,Zephyrhills,United States,ZPH,KZPH,28.22820091,-82.15589905,27,-5,A,America/New_York,28.22820091,-82.15589905
8510,Ocala International Airport - Jim Taylor Field,Ocala,United States,OCF,KOCF,29.17259979,-82.22419739,27,-5,A,America/New_York,29.17259979,-82.22419739
8511,Jesup Wayne County Airport,Jesup,United States,0,KJES,31.55400085,-81.88249969,33,-5,A,America/New_York,31.55400085,-81.88249969
8516,Woodward Field,Camden,United States,CDN,KCDN,34.28359985,-80.56490326,92,-5,A,America/New_York,34.28359985,-80.56490326
8519,Moore County Airport,Pinehurst-Southern Pines,United States,SOP,KSOP,35.23740005,-79.3911972,139,-5,A,America/New_York,35.23740005,-79.3911972
8520,Richmond County Airport,Rockingham,United States,0,KRCZ,34.8913,-79.759598,109,-5,A,America/New_York,34.8913,-79.759598
8526,Statesville Regional Airport,Statesville,United States,SVH,KSVH,35.76530075,-80.9539032,295,-5,A,America/New_York,35.76530075,-80.9539032
8544,Burke Lakefront Airport,Cleveland,United States,BKL,KBKL,41.51750183,-81.6832962,178,-5,A,America/New_York,41.51750183,-81.6832962
8545,Chautauqua County-Dunkirk Airport,Dunkirk,United States,DKK,KDKK,42.49330139,-79.27200317,211,-5,A,America/New_York,42.49330139,-79.27200317
8548,South Jersey Regional Airport,Mount Holly,United States,LLY,KVAY,39.94290161,-74.84570313,16,-5,A,America/New_York,39.94290161,-74.84570313
8550,Linden Airport,Linden,United States,LDJ,KLDJ,40.61740112,-74.24459839,7,-5,A,America/New_York,40.61740112,-74.24459839
8556,Van Wert County Airport,Van Wert,United States,0,KVNW,40.86470032,-84.60939789,239,-5,A,America/New_York,40.86470032,-84.60939789
8559,Brooks Field,Marshall,United States,0,KRMY,42.25120163,-84.95549774,287,-5,A,America/New_York,42.25120163,-84.95549774
8601,Pickens County Airport,Jasper,United States,0,KJZP,34.45339966,-84.45739746,468,-5,A,America/New_York,34.45339966,-84.45739746
8604,Grand Strand Airport,North Myrtle Beach,United States,CRE,KCRE,33.81169891,-78.72389984,10,-5,A,America/New_York,33.81169891,-78.72389984
8611,Saulieu Liernais Airfield,Saulieu,France,0,LFEW,47.239399,4.26583,525,1,E,Europe/Paris,47.239399,4.26583
8613,Buochs Airport,Buochs,Switzerland,BXO,LSZC,46.974444,8.396944,450,1,E,Europe/Zurich,46.974444,8.396944
8616,Roudnice Airport,Roudnice nad Lebem,Czech Republic,0,LKRO,50.41059875,14.2261,223,1,E,Europe/Prague,50.41059875,14.2261
8622,Meaux Esbly Airport,Meaux,France,0,LFPE,48.92779922,2.835279942,66,1,E,Europe/Paris,48.92779922,2.835279942
8623,Château-Thierry - Belleau Airfield,Chateau-Thierry,France,0,LFFH,49.0672,3.35694,222,1,E,Europe/Paris,49.0672,3.35694
8624,Branch County Memorial Airport,Coldwater,United States,0,KOEB,41.9333992,-85.05259705,292,-5,A,America/New_York,41.9333992,-85.05259705
8625,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW,KWBW,41.29719925,-75.85119629,166,-5,A,America/New_York,41.29719925,-75.85119629
8627,Taoyuan Air Base,Taoyuan,Taiwan,0,RCGM,25.05660057,121.2442627,44,8,U,Asia/Taipei,25.05660057,121.2442627
8632,Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,KLEW,44.04850006,-70.28350067,88,-5,A,America/New_York,44.04850006,-70.28350067
8633,Inowroclaw Military Air Base,Inowroclaw,Poland,0,EPIR,52.82939911,18.33060074,79,1,E,Europe/Warsaw,52.82939911,18.33060074
8644,Drummond Island Airport,Drummond Island,United States,DRE,KDRM,46.00930023,-83.74389648,204,-5,A,America/New_York,46.00930023,-83.74389648
8660,Nagaur Airport,Nagaur,India,0,VI73,27.20829964,73.71140289,290,5.5,U,Asia/Calcutta,27.20829964,73.71140289
8666,Eastport Municipal Airport,Eastport,United States,0,KEPM,44.91009903,-67.01270294,14,-5,A,America/New_York,44.91009903,-67.01270294
8667,Keokuk Municipal Airport,Keokuk,United States,EOK,KEOK,40.4598999,-91.42849731,205,-6,A,America/Chicago,40.4598999,-91.42849731
8669,Perth/Scone Airport,Perth,United Kingdom,PSL,EGPT,56.43920135,-3.372220039,121,0,E,Europe/London,56.43920135,-3.372220039
8698,Bantry Aerodrome,Bantry,Ireland,BYT,EIBN,51.66859818,-9.48416996,2,0,E,Europe/Dublin,51.66859818,-9.48416996
8700,Aliwal North Airport,Aliwal North,South Africa,0,FAAN,-30.68000031,26.72999954,1343,2,U,Africa/Johannesburg,-30.68000031,26.72999954
8703,Bredasdorp Airport,Barberton,South Africa,0,FABR,-34.665,20.0628,9,2,U,Africa/Johannesburg,-34.665,20.0628
8707,Bungoma Airport,Bungoma,Kenya,0,HKBU,0.576207995,34.55345154,1440,3,U,Africa/Nairobi,0.576207995,34.55345154
8710,Embu Airport,Embu,Kenya,0,HKEM,-0.57327,37.49726,1265,3,U,Africa/Nairobi,-0.57327,37.49726
8714,Homa Bay Airport,Homa Bay,Kenya,0,HKHB,-0.600000024,34.46699905,1304,3,U,Africa/Nairobi,-0.600000024,34.46699905
8717,Kericho Airport,Kericho,Kenya,KEY,HKKR,-0.3899,35.242093,1965,3,U,Africa/Nairobi,-0.3899,35.242093
8718,Kilaguni Airport,Kilaguni,Kenya,ILU,HKKL,-2.910609961,38.06520081,838,3,U,Africa/Nairobi,-2.910609961,38.06520081
8723,Ust-Tsylma Airport,Ust-Tsylma,Russia,UTS,UUYX,65.43729401,52.20033646,80,3,N,Europe/Moscow,65.43729401,52.20033646
8740,Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RGK,UNBG,51.96670151,85.83329773,294,7,N,Asia/Krasnoyarsk,51.96670151,85.83329773
8745,Mys Shmidta Airport,Mys Shmidta,Russia,0,UHMI,68.86830139,-179.3730011,6,12,N,Asia/Anadyr,68.86830139,-179.3730011
8750,Peenemünde Airport,Peenemunde,Deutschland,PEF,EDCP,54.15777969,13.77444363,2,1,E,Europe/Berlin,54.15777969,13.77444363
8752,Nusawiru Airport,Nusawiru,Indonesia,CJN,WI1A,-7.719895,108.488995,5,7,N,Asia/Jakarta,-7.719895,108.488995
8759,Galion Municipal Airport,Galion,United States,GQQ,KGQQ,40.7533989,-82.72380066,373,-5,A,America/New_York,40.7533989,-82.72380066
8763,Clarksville–Montgomery County Regional Airport,Clarksville,United States,CKV,KCKV,36.62189865,-87.41500092,168,-6,A,America/Chicago,36.62189865,-87.41500092
8771,Lompoc Airport,Lompoc,United States,LPC,KLPC,34.66559982,-120.4680023,27,-8,A,America/Los_Angeles,34.66559982,-120.4680023
8774,Lankaran International Airport,Lankaran,Azerbaijan,LLK,UBBL,38.74639893,48.81800079,9,4,U,Asia/Baku,38.74639893,48.81800079
8775,Gabala International Airport,Qabala,Azerbaijan,GBB,UBBQ,40.826667,47.7125,285,4,E,Asia/Baku,40.826667,47.7125
8777,Lake Placid Airport,Lake Placid,United States,LKP,KLKP,44.26449966,-73.9618988,532,-5,A,America/New_York,44.26449966,-73.9618988
8782,Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,0,YXCM,-36.242155,149.130147,810,10,N,Australia/Sydney,-36.242155,149.130147
8784,Lima Allen County Airport,Lima,United States,AOH,KAOH,40.706902,-84.026703,297,-5,A,America/New_York,40.706902,-84.026703
8790,Beaver County Airport,Beaver Falls,United States,BFP,KBVI,40.77249908,-80.3914032,382,-5,A,America/New_York,40.77249908,-80.3914032
8793,Hardwick Field,Cleveland,United States,HDI,KHDI,35.2201004,-84.83239746,266,-5,A,America/New_York,35.2201004,-84.83239746
8796,Renton Municipal Airport,Renton,United States,RNT,KRNT,47.49309921,-122.2160034,10,-8,A,America/Los_Angeles,47.49309921,-122.2160034
8808,Tom B. David Field,Calhoun,United States,0,KCZL,34.45539856,-84.93920135,197,-5,A,America/New_York,34.45539856,-84.93920135
8821,Roper Bar Airport,Roper Bar,Australia,RPB,YRRB,-14.734814,134.525485,28,9.5,U,Australia/Darwin,-14.734814,134.525485
8825,Bamiyan Airport,Bamyan,Afghanistan,BIN,OABN,34.81700134,67.81700134,2550,4.5,N,Asia/Kabul,34.81700134,67.81700134
8830,Orang Airport,Chongjin,North Korea,RGO,ZKHM,41.428538,129.647555,4,8.5,U,Asia/Pyongyang,41.428538,129.647555
8832,Lublin Airport,Lublin,Poland,LUZ,EPLB,51.240278,22.713611,193,1,E,Europe/Warsaw,51.240278,22.713611
8833,Iosco County Airport,East Tawas,United States,ECA,K6D9,44.312801,-83.422302,185,-5,A,America/New_York,44.312801,-83.422302
8835,Leesburg Executive Airport,Leesburg,United States,0,KJYO,39.077999,-77.557503,119,-5,A,America/New_York,39.077999,-77.557503
8847,Onslow Airport,Onslow,Australia,ONS,YOLW,-21.66830063,115.112999,2,8,O,Australia/Perth,-21.66830063,115.112999
8867,Letišt? Vysoké Mýto,Vysoke Myto,Czech Republic,0,LKVM,49.926899,16.185801,302,1,E,Europe/Prague,49.926899,16.185801
8870,Coolidge Municipal Airport,Cooldige,United States,0,KP08,32.93590164,-111.427002,480,-7,A,America/Phoenix,32.93590164,-111.427002
8871,Cottonwood Airport,Cottonwood,United States,0,KP52,34.72999954,-112.0350037,1082,-7,A,America/Phoenix,34.72999954,-112.0350037
8872,Namur-Suarlée Airfield,Namur,Belgium,0,EBNM,50.487999,4.76892,181,1,E,Europe/Brussels,50.487999,4.76892
8873,Kiewit Airfield Hasselt,Hasselt,Belgium,0,EBZH,50.970001,5.37507,43,1,E,Europe/Brussels,50.970001,5.37507
8875,Wickenburg Municipal Airport,Wickenburg,United States,0,KE25,33.96889877,-112.7990036,724,-7,A,America/Phoenix,33.96889877,-112.7990036
8876,Yangzhou Taizhou Airport,Yangzhou,China,YTY,ZSYA,32.5634,119.7198,2,8,N,Asia/Shanghai,32.5634,119.7198
8880,Kissidougou Airport,Kissidougou,Guinea,KSI,GUKU,9.160559654,-10.12440014,551,0,N,Africa/Conakry,9.160559654,-10.12440014
8889,Tianshui Maijishan Airport,Tianshui,China,THQ,ZLTS,34.55939865,105.8600006,1094,8,N,Asia/Shanghai,34.55939865,105.8600006
8892,Kooddoo Airport,Kooddoo,Maldives,GKK,VRMO,0.7324,73.4336,9,5,U,Indian/Maldives,0.7324,73.4336
8921,Kangding Airport,Kangding,China,KGT,ZUKD,30.1575,101.734722,4280,8,N,Asia/Shanghai,30.1575,101.734722
8933,Sortavala Airport,Sortavala,Russia,0,ULPW,61.73609924,30.67359924,0,3,N,Europe/Moscow,61.73609924,30.67359924
8943,Cuamba Airport,Cuamba,Mozambique,FXO,FQCB,-14.815,36.529999,585,2,N,Africa/Maputo,-14.815,36.529999
8954,Mário Pereira Lopes–São Carlos Airport,Sao Carlos,Brazil,QSC,SDSC,-21.875401,-47.903703,807,-3,S,America/Sao_Paulo,-21.875401,-47.903703
8961,Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,XSB,OMBY,24.283611,52.580278,8,4,U,Asia/Dubai,24.283611,52.580278
8963,Bromont (Roland Desourdy) Airport,Bromont,Canada,ZBM,CZBM,45.29079819,-72.74140167,114,-5,A,America/Toronto,45.29079819,-72.74140167
8965,Beccles Airport,Beccles,United Kingdom,0,EGSM,52.43529892,1.618330002,24,0,E,Europe/London,52.43529892,1.618330002
8967,Caldera Airport,Caldera,Chile,0,SCCL,-27.0781002,-70.79530334,55,-4,U,America/Santiago,-27.0781002,-70.79530334
8969,Copacabana Airport,Copacabana,Bolivia,0,SLCC,-16.19109917,-69.09559631,3838,-4,U,America/La_Paz,-16.19109917,-69.09559631
8971,Guyuan Liupanshan Airport,Guyuan,China,GYU,ZLGY,36.07888889,106.2169444,1736,8,U,Asia/Shanghai,36.07888889,106.2169444
8972,RAF Brawdy,Brawdy,United Kingdom,0,EGDA,51.88375,-5.119972,0,0,E,Europe/London,51.88375,-5.119972
8983,Motueka Airport,Motueka,New Zealand,MZP,NZMK,-41.12329865,172.9889984,12,12,Z,Pacific/Auckland,-41.12329865,172.9889984
8985,Enstone Aerodrome,Enstone,United Kingdom,0,EGTN,51.92816667,-1.4285,168,0,U,Europe/London,51.92816667,-1.4285
8998,Wilcannia Airport,Wilcannia,Australia,WIO,YWCA,-31.52639961,143.375,76,10,O,Australia/Sydney,-31.52639961,143.375
9001,Ivanhoe Airport,Ivanhoe,Australia,0,YIVO,-32.88330078,144.3099976,101,10,O,Australia/Sydney,-32.88330078,144.3099976
9008,Reichenbach Air Base,Reichenbach im Kandertal,Switzerland,0,LSGR,46.61360168,7.677780151,727,1,E,Europe/Zurich,46.61360168,7.677780151
9068,Brampton Island Airport,Brampton Island,Australia,BMP,YBPI,-20.80330086,149.2700043,3,10,O,Australia/Brisbane,-20.80330086,149.2700043
9089,Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,BJP,SBBP,-22.979162,-46.537508,880,-3,S,America/Sao_Paulo,-22.979162,-46.537508
9090,Busselton Regional Airport,Brusselton,Australia,BQB,YBLN,-33.68842316,115.4015961,17,8,O,Australia/Perth,-33.68842316,115.4015961
9096,Glen Innes Airport,Glen Innes,Australia,GLI,YGLI,-29.67499924,151.6889954,1046,10,O,Australia/Sydney,-29.67499924,151.6889954
9102,Immokalee Regional Airport,Immokalee,United States,IMM,KIMM,26.43320084,-81.40100098,11,-5,A,America/New_York,26.43320084,-81.40100098
9104,Rancho San Simeon Airport,Cambria,United States,0,66CA,35.60770035,-121.1100006,98,-8,A,America/Los_Angeles,35.60770035,-121.1100006
9123,Kasongo Airport,Kasongo,Congo (Kinshasa),0,FZOK,-4.532999992,26.61700058,544,2,U,Africa/Lubumbashi,-4.532999992,26.61700058
9125,Klatovy Airport,Klatovy,Czech Republic,0,LKKT,49.41830063,13.32190037,396,1,E,Europe/Prague,49.41830063,13.32190037
9126,Sheboygan County Memorial Airport,Sheboygan,United States,SBM,KSBM,43.76959991,-87.85140228,230,-6,A,America/Chicago,43.76959991,-87.85140228
9134,Chara Airport,Chara,Russia,0,UIAR,56.91333389,118.2699966,671,9,N,Asia/Yakutsk,56.91333389,118.2699966
9136,Herning Airport,Herning,Denmark,0,EKHG,56.18470001,9.044449806,51,1,E,Europe/Copenhagen,56.18470001,9.044449806
9164,Sikeston Memorial Municipal Airport,Sikeston,United States,SIK,KSIK,36.89889908,-89.5617981,96,-6,A,America/Chicago,36.89889908,-89.5617981
9182,Crystal River Airport,Crystal River,United States,0,KCGC,28.86730003,-82.57129669,3,-5,A,America/New_York,28.86730003,-82.57129669
9185,Fostoria Metropolitan Airport,Fostoria,United States,0,KFZI,41.19079971,-83.39450073,229,-5,A,America/New_York,41.19079971,-83.39450073
9186,Eastern Slopes Regional Airport,Fryeburg,United States,FRY,KIZG,43.99110031,-70.94789886,138,-5,A,America/New_York,43.99110031,-70.94789886
9187,Coral Creek Airport,Placida,United States,0,FA54,26.85449982,-82.25119781,1,-5,A,America/New_York,26.85449982,-82.25119781
9188,Lakefront Airport,New Orleans,United States,NEW,KNEW,30.04240036,-90.02829742,2,-6,A,America/Chicago,30.04240036,-90.02829742
9199,Space Coast Regional Airport,Titusville,United States,TIX,KTIX,28.51479912,-80.79920197,10,-5,A,America/New_York,28.51479912,-80.79920197
9215,Bouarfa Airport,Bouarfa,Morocco,UAR,GMFB,32.51430556,-1.983055556,1106,0,N,Africa/Casablanca,32.51430556,-1.983055556
9218,Nyeri Airport,NYERI,Kenya,NYE,HKNI,-0.364414006,36.97848511,1777,3,U,Africa/Nairobi,-0.364414006,36.97848511
9225,Andrau Airpark,Houston,United States,AAP,KAAP,29.72249985,-95.58830261,24,-6,A,America/Chicago,29.72249985,-95.58830261
9238,Markham Airport,Markham,Canada,0,CNU8,43.93579865,-79.2621994,246,-5,A,America/Toronto,43.93579865,-79.2621994
9241,Niagara District Airport,Saint Catherines,Canada,YCM,CYSN,43.19169998,-79.17169952,98,-5,A,America/Toronto,43.19169998,-79.17169952
9243,Edenvale Aerodrome,Edenvale,Canada,0,CNV8,44.441101,-79.962799,219,-5,A,America/Toronto,44.441101,-79.962799
9245,Holland Landing Airpark,Holland Landing,Canada,0,CLA4,44.08940125,-79.49500275,261,-5,A,America/Toronto,44.08940125,-79.49500275
9247,Parry Sound Area Municipal Airport,Parry Sound,Canada,YPD,CNK4,45.2575,-79.829697,254,-5,A,America/Toronto,45.2575,-79.829697
9249,Brandywine Airport,West Goshen Township,United States,0,KOQN,39.99010086,-75.58190155,142,-5,A,America/New_York,39.99010086,-75.58190155
9251,Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,MNZ,KHEF,38.72140121,-77.51540375,59,-5,A,America/New_York,38.72140121,-77.51540375
9276,Elstree Airfield,Elstree,United Kingdom,0,EGTR,51.65579987,-0.325832993,101,0,E,Europe/London,51.65579987,-0.325832993
9372,Seymchan Airport,Seymchan,Russia,0,UHMS,62.92078018,152.4227753,207,11,N,Asia/Srednekolymsk,62.92078018,152.4227753
9380,Pellworm Field,Pellworm,Deutschland,0,EDHP,54.5363884,8.680000305,1,1,E,Europe/Berlin,54.5363884,8.680000305
9387,Port Alsworth Airport,Port alsworth,United States,PTA,PALJ,60.201681,-154.325863,85,-9,A,America/Anchorage,60.201681,-154.325863
9388,Fontaine Airport,Belfort,France,BOR,LFSQ,47.6556015,7.010829926,368,1,E,Europe/Paris,47.6556015,7.010829926
9394,Norðfjörður Airport,Nordfjordur,Iceland,NOR,BINF,65.13189697,-13.74639988,4,0,E,Atlantic/Reykjavik,65.13189697,-13.74639988
9395,Bursa Airport,Bursa,Turkey,BTZ,LTBE,40.23329926,29.00919914,101,3,U,Europe/Istanbul,40.23329926,29.00919914
9399,Newton City-County Airport,Newton,United States,EWK,KEWK,38.05820084,-97.27449799,467,-6,A,America/Chicago,38.05820084,-97.27449799
9400,La Ferté Alais Airfield,La Ferte Alais,France,0,LFFQ,48.498652,2.338867,138,1,E,Europe/Paris,48.498652,2.338867
9403,Taszár Air Base,Columbus,United States,TZR,LHTA,46.39310074,17.91749954,162,1,A,Europe/Budapest,46.39310074,17.91749954
9408,Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.67699814,-122.9830017,54,-8,A,America/Los_Angeles,46.67699814,-122.9830017
9412,Sabetha Municipal Airport,Sabetha,United States,0,KK83,39.90420151,-95.77940369,405,-6,A,America/Chicago,39.90420151,-95.77940369
9415,Weedon Field,Eufala,United States,EUF,KEUF,31.95129967,-85.12889862,87,-6,A,America/Chicago,31.95129967,-85.12889862
9417,Dare County Regional Airport,Manteo,United States,MEO,KMQI,35.91899872,-75.69550323,4,-5,A,America/New_York,35.91899872,-75.69550323
9418,Auburn University Regional Airport,Auburn,United States,AUO,KAUO,32.615101,-85.433998,237,-6,A,America/Chicago,32.615101,-85.433998
9450,W H 'Bud' Barron Airport,Dublin,United States,DBN,KDBN,32.56439972,-82.98529816,94,-5,A,America/New_York,32.56439972,-82.98529816
9475,Kabale Airport,Kabale,Uganda,0,HUKB,-1.226111,29.96,1829,3,N,Africa/Kampala,-1.226111,29.96
9484,Central Bolívar Airport,Sevilla,Spain,0,SVSJ,8.916666985,-71.93333435,12,-4,E,America/Caracas,8.916666985,-71.93333435
9500,El Almendro Airport,Scranton,United States,0,SCRT,-35.96055603,-71.79333496,148,-4,A,America/Santiago,-35.96055603,-71.79333496
9521,Samambaia Heliport,Saint Denis,Reunion,0,SDNS,-22.46249962,-43.1305542,965,-3,E,America/Sao_Paulo,-22.46249962,-43.1305542
9544,Lake Country Regional Airport,Clarksville,United Arab Emirates,0,KW63,36.59579849,-78.56009674,128,-5,A,America/New_York,36.59579849,-78.56009674
9545,Robert S Kerr Airport,Poteau,United States,0,KRKR,35.02159882,-94.62129974,137,-6,A,America/Chicago,35.02159882,-94.62129974
9547,Sanderson Field,Shelton,United States,SHN,KSHN,47.23360062,-123.1480026,83,-8,A,America/Los_Angeles,47.23360062,-123.1480026
9746,Tok Airport,Tok,United States,0,PATJ,63.303333,-143.001111,509,-9,A,America/Anchorage,63.303333,-143.001111
9749,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW,CAB3,48.75,-123.2330017,0,-8,A,America/Vancouver,48.75,-123.2330017
9751,Washabo Airport,Washabo,Suriname,WSO,SMWS,5.215277,-57.185302,21,-3,N,America/Paramaribo,5.215277,-57.185302
9754,Causey Airport,Liberty,United States,0,K2A5,35.91180038,-79.61759949,220,-5,A,America/New_York,35.91180038,-79.61759949
9759,Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR,MYAW,27.26670074,-78.39969635,3,-5,A,0,27.26670074,-78.39969635
9761,Bartica A Airport,Bartica,Guyana,GFO,SYBT,6.358864,-58.655207,1,-4,N,America/Guyana,6.358864,-58.655207
9766,Cape Town Waterfort Heliport,Cap Town,South Africa,0,FADW,0,0,0,2,N,Africa/Johannesburg,0,0
9768,Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM,-9.133000374,-75.94999695,613,-5,N,America/Lima,-9.133000374,-75.94999695
9769,Plínio Alarcom Airport,Tres Lagoas,Brazil,TJL,SSTL,-20.75419998,-51.68420029,320,-4,S,America/Campo_Grande,-20.75419998,-51.68420029
9773,Hyde County Airport,Engelhard,United States,0,K7W6,35.56240082,-75.9552002,2,-5,A,America/New_York,35.56240082,-75.9552002
9779,Clinton Sherman Airport,Clinton,United States,CSM,KCSM,35.33980179,-99.20050049,586,-6,A,America/Chicago,35.33980179,-99.20050049
